sentence,metaphorical_subsets,model_output
Washington is insensitive to the needs of the people.,['Washington'],"- Washington: YES (noun, more basic meaning refers to the name of a person or a place, such as the capital city of the United States)
- is: NO (verb, basic meaning is the same)
- insensitive: YES (adjective, more basic meaning refers to lacking physical sensitivity or the ability to feel)
- to: NO (preposition, basic meaning is the same)
- the: NO (article, basic meaning is the same)
- needs: YES (noun, more basic meaning refers to basic physical or essential requirements)
- of: NO (preposition, basic meaning is the same)
- the: NO (article, basic meaning is the same)
- people: NO (noun, basic meaning is the same)"
The Kremlin threatened to boycott the next round of SALT talks.,['Kremlin'],"""The Kremlin threatened to boycott the next round of SALT talks.""

- The: NO (definite article, basic meaning is the same)
- Kremlin: YES (noun, more basic meaning refers to the physical fortress in Moscow)
- threatened: YES (verb, more basic meaning refers to making a threat of harm or danger)
- to: NO (preposition, basic meaning is the same)
- boycott: YES (verb, more basic meaning refers to refusing to buy or use goods and services)
- the: NO (definite article, basic meaning is the same)
- next: NO (adjective, basic meaning is the same)
- round: YES (noun, more basic meaning refers to a circular shape or a single instance of a recurring event)
- of: NO (preposition, basic meaning is the same)
- SALT: YES (noun, more basic meaning refers to the mineral used in food)
- talks: YES (noun, more basic meaning refers to spoken communication)"
Paris is introducing longer skirts this season.,['Paris'],"- Paris: NO (proper noun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- introducing: YES (verb, more basic meaning refers to presenting someone or something for the first time)
- longer: NO (adjective, basic meaning is the same)
- skirts: NO (noun, basic meaning is the same)
- this: NO (determiner, basic meaning is the same)
- season: YES (noun, more basic meaning refers to one of the four divisions of the year)"
Hollywood isn't what it used to be.,['Hollywood'],"- Hollywood: YES (noun, more basic meaning refers to the district in Los Angeles known for the film industry)
- isn't: NO (contraction of ""is not,"" basic meaning is the same)
- what: NO (pronoun, basic meaning is the same)
- it: NO (pronoun, basic meaning is the same)
- used: YES (verb, more basic meaning refers to the act of utilizing something)
- to: NO (preposition, basic meaning is the same)
- be: NO (verb, basic meaning is the same)"
Wall Street is in a panic.,['Wall Street'],"- Wall: YES (noun, more basic meaning refers to a physical structure that encloses or divides an area)
- Street: YES (noun, more basic meaning refers to a public road in a city or town)
- is: NO (verb, basic meaning is the same)
- in: NO (preposition, basic meaning is the same)
- a: NO (article, basic meaning is the same)
- panic: YES (noun, more basic meaning refers to a sudden, overwhelming fear)"
Let's not let Thailand become another Vietnam.,['Vietnam'],"""Let's not let Thailand become another Vietnam.""

- Let's: NO (contraction of ""let us,"" basic meaning is the same)
- not: NO (adverb, basic meaning is the same)
- let: NO (verb, basic meaning is the same)
- Thailand: NO (proper noun, basic meaning is the same)
- become: NO (verb, basic meaning is the same)
- another: NO (adjective, basic meaning is the same)
- Vietnam: YES (proper noun, more basic meaning refers to the country, whereas in this context it refers to a situation similar to the Vietnam War)"
Remember the Alamo.,['the Alamo'],"- Remember: YES (verb, more basic meaning refers to recalling information or an event)
- the: NO (definite article, basic meaning is the same)
- Alamo: NO (proper noun, basic meaning is the same)"
Pearl Harbor still has an effect on our foreign policy.,['Pearl Harbor'],"Sure, let's analyze the text ""Pearl Harbor still has an effect on our foreign policy.""

- Pearl: NO (proper noun, basic meaning is the same)
- Harbor: NO (proper noun, basic meaning is the same)
- still: NO (adverb, basic meaning is the same)
- has: NO (verb, basic meaning is the same)
- an: NO (article, basic meaning is the same)
- effect: YES (noun, more basic meaning refers to a change that is a result or consequence of an action or other cause, which is more concrete)
- on: NO (preposition, basic meaning is the same)
- our: NO (possessive pronoun, basic meaning is the same)
- foreign: NO (adjective, basic meaning is the same)
- policy: NO (noun, basic meaning is the same)

So, the word ""effect"" is the only one in this context that has a more basic contemporary meaning in other contexts."
Watergate changed our politics.,['Watergate'],"""Watergate changed our politics.""
- Watergate: YES (noun, more basic meaning refers to a physical location, specifically a complex of buildings in Washington, D.C.)
- changed: NO (verb, basic meaning is the same)
- our: NO (possessive pronoun, basic meaning is the same)
- politics: NO (noun, basic meaning is the same)"
It's been Grand Central Station here all day.,['Grand Central Station'],"""It's been Grand Central Station here all day.""

- It's: NO (contraction of ""it is,"" basic meaning is the same)
- been: NO (verb, basic meaning is the same)
- Grand: YES (adjective, more basic meaning refers to something large or magnificent)
- Central: YES (adjective, more basic meaning refers to being in the center)
- Station: YES (noun, more basic meaning refers to a place where trains or buses stop)
- here: NO (adverb, basic meaning is the same)
- all: NO (adjective, basic meaning is the same)
- day: NO (noun, basic meaning is the same)"
I don't think this relationship is going anywhere.,['going anywhere'],"""I don't think this relationship is going anywhere.""
- I: NO (pronoun, basic meaning is the same)
- don't: NO (contraction of ""do not"", basic meaning is the same)
- think: YES (verb, more basic meaning refers to the mental process of considering or reasoning)
- this: NO (demonstrative pronoun, basic meaning is the same)
- relationship: YES (noun, more basic meaning refers to the state of being connected by blood or marriage)
- is: NO (verb, basic meaning is the same)
- going: YES (verb, more basic meaning refers to the act of moving from one place to another)
- anywhere: YES (adverb, more basic meaning refers to any place)"
This relationship is a dead-end street.,['dead-end street'],"""This relationship is a dead-end street.""

- This: NO (demonstrative pronoun, basic meaning is the same)
- relationship: NO (noun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- a: NO (article, basic meaning is the same)
- dead-end: YES (adjective, more basic meaning refers to a street with no exit)
- street: NO (noun, basic meaning is the same)"
Our marriage is on the rocks.,['on the rocks'],"- Our: NO (possessive pronoun, basic meaning is the same)
- marriage: NO (noun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- on: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- rocks: YES (noun, more basic meaning refers to solid mineral material)"
This relationship is foundering.,['foundering'],"""This relationship is foundering.""
- This: NO (demonstrative pronoun, basic meaning is the same)
- relationship: NO (noun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- foundering: YES (verb, more basic meaning refers to a ship filling with water and sinking)"
Is that the foundation for your theory?,['foundation'],"- Is: NO (verb, basic meaning is the same)
- that: NO (demonstrative pronoun, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- foundation: YES (noun, more basic meaning refers to the solid base of a building)
- for: NO (preposition, basic meaning is the same)
- your: NO (possessive pronoun, basic meaning is the same)
- theory: NO (noun, basic meaning is the same)"
The theory needs more support.,['support'],"- The: NO (definite article, basic meaning is the same)
- theory: YES (noun, more basic meaning refers to a supposition or a system of ideas intended to explain something)
- needs: NO (verb, basic meaning is the same)
- more: NO (adjective, basic meaning is the same)
- support: YES (noun, more basic meaning refers to bearing weight or holding up)"
The argument is shaky.,['shaky'],"- The: NO (definite article, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- shaky: YES (adjective, more basic meaning refers to something physically unsteady or trembling)"
We need some more facts or the argument will fall apart.,['fall apart'],"""We need some more facts or the argument will fall apart.""

- We: NO (pronoun, basic meaning is the same)
- need: NO (verb, basic meaning is the same)
- some: NO (determiner, basic meaning is the same)
- more: NO (adjective, basic meaning is the same)
- facts: NO (noun, basic meaning is the same)
- or: NO (conjunction, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)
- will: NO (auxiliary verb, basic meaning is the same)
- fall: YES (verb, more basic meaning refers to moving downward due to gravity)
- apart: YES (adverb, more basic meaning refers to being separated into pieces)"
We need to construct a strong argument for that.,"['construct', 'strong']","""We need to construct a strong argument for that.""

- We: NO (pronoun, basic meaning is the same)
- need: NO (verb, basic meaning is the same)
- to: NO (preposition, basic meaning is the same)
- construct: YES (verb, more basic meaning refers to building something physical)
- a: NO (article, basic meaning is the same)
- strong: YES (adjective, more basic meaning refers to physical strength)
- argument: YES (noun, more basic meaning refers to a verbal dispute or discussion)
- for: NO (preposition, basic meaning is the same)
- that: NO (pronoun, basic meaning is the same)"
