sentence,metaphorical_subsets,model_output
Pearl Harbor still has an effect on our foreign policy.,['Pearl Harbor'],"- Pearl: NO (noun, basic meaning is the same)
- Harbor: YES (noun, more basic meaning refers to a place of safety for ships)
- still: NO (adverb, basic meaning is the same)
- has: NO (verb, basic meaning is the same)
- an: NO (article, basic meaning is the same)
- effect: YES (noun, more basic meaning refers to a change produced by an action or a cause)
- on: NO (preposition, basic meaning is the same)
- our: NO (possessive pronoun, basic meaning is the same)
- foreign: NO (adjective, basic meaning is the same)
- policy: NO (noun, basic meaning is the same)"
Watergate changed our politics.,['Watergate'],"- Watergate: NO (noun, basic meaning is the same)
- changed: NO (verb, basic meaning is the same)
- our: NO (possessive pronoun, basic meaning is the same)
- politics: NO (noun, basic meaning is the same)"
It's been Grand Central Station here all day.,['Grand Central Station'],"- It's: NO (contraction, basic meaning is the same)
- been: NO (verb, basic meaning is the same)
- Grand: YES (adjective, more basic meaning refers to size or importance)
- Central: YES (adjective, more basic meaning refers to being in the center)
- Station: YES (noun, more basic meaning refers to a place for trains)"
I don't think this relationship is going anywhere.,['going anywhere'],"- I: NO (pronoun, basic meaning is the same)
- don't: NO (contraction, basic meaning is the same)
- think: NO (verb, basic meaning is the same)
- this: NO (demonstrative pronoun, basic meaning is the same)
- relationship: NO (noun, basic meaning is the same)
- going: YES (verb, more basic meaning refers to physical movement) 
- anywhere: YES (adverb, more basic meaning refers to a physical location)"
This relationship is a dead-end street.,['dead-end street'],"- This: NO (demonstrative pronoun, basic meaning is the same)
- relationship: NO (noun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- a: NO (indefinite article, basic meaning is the same)
- dead-end: YES (adjective, more basic meaning refers to a street with no exit)
- street: YES (noun, more basic meaning refers to a road in a city or town)"
Our marriage is on the rocks.,['on the rocks'],"- Our: NO (possessive pronoun, basic meaning is the same)
- marriage: NO (noun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- on: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- rocks: YES (noun, more basic meaning refers to large, hard masses of mineral material)"
This relationship is foundering.,['foundering'],"- This: NO (demonstrative pronoun, basic meaning is the same)
- relationship: NO (noun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- foundering: YES (verb, more basic meaning refers to a ship sinking or failing)"
Is that the foundation for your theory?,['foundation'],"- Is: NO (verb, basic meaning is the same)
- that: NO (pronoun, basic meaning is the same)
- the: NO (article, basic meaning is the same)
- foundation: YES (noun, more basic meaning refers to the solid base of a building)
- for: NO (preposition, basic meaning is the same)
- your: NO (possessive pronoun, basic meaning is the same)
- theory: NO (noun, basic meaning is the same)"
The theory needs more support.,['support'],"- The: NO (definite article, basic meaning is the same)
- theory: NO (noun, basic meaning is the same)
- needs: NO (verb, basic meaning is the same)
- more: NO (adverb, basic meaning is the same)
- support: YES (noun, more basic meaning refers to holding something up physically)"
The argument is shaky.,['shaky'],"- The: NO (article, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- shaky: YES (adjective, more basic meaning refers to physically unsteady or unstable)"
We need some more facts or the argument will fall apart.,['fall apart'],"- We: NO (pronoun, basic meaning is the same)
- need: NO (verb, basic meaning is the same)
- some: NO (determiner, basic meaning is the same)
- more: YES (adverb, more basic meaning refers to a greater amount or degree)
- facts: NO (noun, basic meaning is the same)
- or: NO (conjunction, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)
- will: NO (modal verb, basic meaning is the same)
- fall: YES (verb, more basic meaning refers to descending or dropping)
- apart: YES (adverb, more basic meaning refers to being separated or disconnected)"
We need to construct a strong argument for that.,"['construct', 'strong']","- We: NO (pronoun, basic meaning is the same)
- need: NO (verb, basic meaning is the same)
- to: NO (preposition, basic meaning is the same)
- construct: YES (verb, more basic meaning refers to building physical structures)
- a: NO (article, basic meaning is the same)
- strong: NO (adjective, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)"
I haven't figured out yet what the form of the argument will be.,['form'],"- I: NO
- haven't: NO
- figured: YES (verb, more basic meaning refers to understanding or solving)
- out: NO
- yet: NO
- what: NO
- the: NO
- form: YES (noun, more basic meaning refers to the shape or structure)
- of: NO
- argument: NO"
Here are some more facts to shore up the theory.,['shore up'],"- Here: NO (adverb, basic meaning is the same)
- are: NO (verb, basic meaning is the same)
- some: NO (determiner, basic meaning is the same)
- more: NO (adverb, basic meaning is the same)
- facts: NO (noun, basic meaning is the same)
- to: NO (preposition, basic meaning is the same)
- shore up: YES (phrasal verb, more basic meaning refers to supporting a physical structure)
- the: NO (definite article, basic meaning is the same)
- theory: NO (noun, basic meaning is the same)"
We need to buttress the theory with solid arguments.,"['buttress', 'solid']","- We: NO (pronoun, basic meaning is the same)
- need: NO (verb, basic meaning is the same)
- to: NO (preposition, basic meaning is the same)
- buttress: YES (verb, more basic meaning refers to providing support or reinforcement)
- the: NO (definite article, basic meaning is the same)
- theory: NO (noun, basic meaning is the same)
- with: NO (preposition, basic meaning is the same)
- solid: YES (adjective, more basic meaning refers to being firm or hard)
- arguments: NO (noun, basic meaning is the same)"
The theory will stand or fall on the strength of that argument.,"['stand', 'fall', 'strength']","- The: NO (article, basic meaning is the same)
- theory: NO (noun, basic meaning is the same)
- will: NO (verb, basic meaning is the same)
- stand: YES (verb, more basic meaning refers to physically standing upright)
- or: NO (conjunction, basic meaning is the same)
- fall: YES (verb, more basic meaning refers to physically dropping or descending)
- on: NO (preposition, basic meaning is the same)
- the: NO (article, basic meaning is the same)
- strength: YES (noun, more basic meaning refers to physical power)
- of: NO (preposition, basic meaning is the same)
- that: NO (demonstrative pronoun, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)"
The argument collapsed.,['collapsed'],"- The: NO (article, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)
- collapsed: YES (verb, more basic meaning refers to a structure or object falling down)"
They exploded his latest theory.,['exploded'],"- They: NO (pronoun, basic meaning is the same)
- exploded: YES (verb, more basic meaning refers to bursting or blowing up)
- his: NO (possessive pronoun, basic meaning is the same)
- latest: NO (adjective, basic meaning is the same)
- theory: NO (noun, basic meaning is the same)"
We will show that theory to be without foundation.,['foundation'],"- We: NO (pronoun, basic meaning is the same)
- will: NO (verb, basic meaning is the same)
- show: YES (verb, more basic meaning refers to presenting something for viewing)
- that: NO (pronoun, basic meaning is the same)
- theory: NO (noun, basic meaning is the same)
- to: NO (preposition, basic meaning is the same)
- be: NO (verb, basic meaning is the same)
- without: NO (preposition, basic meaning is the same)
- foundation: YES (noun, more basic meaning refers to the solid base on which something rests)"
So far we have put together only the framework of the theory.,['framework'],"- So: NO (adverb, basic meaning is the same)
- far: NO (adverb, basic meaning is the same)
- we: NO (pronoun, basic meaning is the same)
- have: NO (verb, basic meaning is the same)
- put: YES (verb, more basic meaning refers to placing something in a specific location)
- together: YES (adverb, more basic meaning refers to being in one place or group)
- only: NO (adverb, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- framework: YES (noun, more basic meaning refers to a basic structure or support)
- of: NO (preposition, basic meaning is the same)
- theory: NO (noun, basic meaning is the same)"
What he said left a bad taste in my mouth.,['left a bad taste in my mouth'],"- What: NO (pronoun, basic meaning is the same)
- he: NO (pronoun, basic meaning is the same)
- said: NO (verb, basic meaning is the same)
- left: NO (verb, basic meaning is the same)
- a: NO (article, basic meaning is the same)
- bad: NO (adjective, basic meaning is the same)
- taste: YES (noun, more basic meaning refers to the sensation perceived by the tongue)
- in: NO (preposition, basic meaning is the same)
- my: NO (possessive pronoun, basic meaning is the same)
- mouth: YES (noun, more basic meaning refers to the bodily part used for eating and speaking)"
"All this paper has in it are raw facts, half-baked ideas, and warmed-over theories.","['raw facts, half-baked ideas, and warmed-over theories']","- All: NO (determiner, basic meaning is the same)
- this: NO (determiner, basic meaning is the same)
- paper: NO (noun, basic meaning is the same)
- has: NO (verb, basic meaning is the same)
- in: NO (preposition, basic meaning is the same)
- it: NO (pronoun, basic meaning is the same)
- are: NO (verb, basic meaning is the same)
- raw: YES (adjective, more basic meaning refers to uncooked food)
- facts: NO (noun, basic meaning is the same)
- half-baked: YES (adjective, more basic meaning refers to food that is only partially cooked)
- ideas: NO (noun, basic meaning is the same)
- and: NO (conjunction, basic meaning is the same)
- warmed-over: YES (adjective, more basic meaning refers to food that has been reheated)
- theories: NO (noun, basic meaning is the same)"
