sentence,metaphorical_subsets,model_output
The buses are on strike.,['buses'],"- The: NO (definite article, basic meaning is the same)
- buses: NO (noun, basic meaning is the same)
- are: NO (verb, basic meaning is the same)
- on: NO (preposition, basic meaning is the same)
- strike: YES (noun, more basic meaning refers to hitting or attacking)"
Nixon bombed Hanoi.,['Nixon'],"- Nixon: NO (proper noun, basic meaning is the same)
- bombed: YES (verb, more basic meaning refers to exploding something with a bomb)
- Hanoi: NO (proper noun, basic meaning is the same)"
Ozawa gave a terrible concert last night.,['Ozawa'],"- Ozawa: NO (proper noun, specific to a person's name, basic meaning is the same)
- gave: YES (verb, more basic meaning refers to physically handing something to someone)
- a: NO (indefinite article, basic meaning is the same)
- terrible: NO (adjective, basic meaning is the same)
- concert: NO (noun, basic meaning is the same)
- last: NO (adjective, basic meaning is the same)
- night: NO (noun, basic meaning is the same)"
Napoleon lost at Waterloo.,['Napoleon'],"- Napoleon: NO (proper noun, basic meaning is the same)
- lost: YES (verb, more basic meaning refers to misplacing something)
- at: NO (preposition, basic meaning is the same)
- Waterloo: NO (proper noun, basic meaning is the same)"
Casey Stengel won a lot of pennants.,['Casey Stengel'],"- Casey: NO (proper noun, basic meaning is the same)
- Stengel: NO (proper noun, basic meaning is the same)
- won: NO (verb, basic meaning is to achieve victory in a contest or battle)
- a: NO (indefinite article, basic meaning is the same)
- lot: YES (noun, more basic meaning refers to a portion or a piece of land)
- of: NO (preposition, basic meaning is the same)
- pennants: YES (noun, more basic meaning refers to a long, tapering flag)"
A Mercedes rear-ended me.,['me'],"- A: NO (indefinite article, basic meaning is the same)
- Mercedes: NO (proper noun, brand name, basic meaning is the same)
- rear-ended: YES (verb, more basic meaning refers to the back part of something)
- me: NO (pronoun, basic meaning is the same)"
Exxon has raised its prices again.,['Exxon'],"- Exxon: NO (proper noun, specific to the company name)
- has: NO (auxiliary verb, basic meaning is the same)
- raised: YES (verb, more basic meaning refers to physically lifting something up)
- its: NO (possessive pronoun, basic meaning is the same)
- prices: NO (noun, basic meaning is the same)
- again: NO (adverb, basic meaning is the same)"
You'll never get the university to agree to that.,['university'],"""You'll never get the university to agree to that.""

- You'll: NO (contraction of ""you will"", basic meaning is the same)
- never: NO (adverb, basic meaning is the same)
- get: YES (verb, more basic meaning refers to physically obtaining something)
- the: NO (definite article, basic meaning is the same)
- university: NO (noun, basic meaning is the same)
- to: NO (preposition, basic meaning is the same)
- agree: NO (verb, basic meaning is the same)
- to: NO (preposition, basic meaning is the same)
- that: NO (demonstrative pronoun, basic meaning is the same)"
The Army wants to reinstitute the draft.,['Army'],"- The: NO (definite article, basic meaning is the same)
- Army: NO (noun, basic meaning refers to a large organized group of soldiers)
- wants: NO (verb, basic meaning refers to having a desire or wish)
- to: NO (preposition, basic meaning is the same)
- reinstitute: YES (verb, more basic meaning would be to institute or establish, without the prefix re- implying doing it again)
- the: NO (definite article, basic meaning is the same)
- draft: YES (noun, more basic meaning refers to a preliminary version of a piece of writing or a current of air)"
The Senate thinks abortion is immoral.,['Senate'],"- The: NO (definite article, basic meaning is the same)
- Senate: NO (noun, basic meaning refers to a legislative body)
- thinks: YES (verb, more basic meaning refers to the cognitive process of an individual)
- abortion: NO (noun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- immoral: NO (adjective, basic meaning is the same)"
I don't approve of the government's actions.,"[""government's""]","- I: NO (pronoun, basic meaning is the same)
- don't: NO (contraction of do not, basic meaning is the same)
- approve: NO (verb, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- government's: NO (possessive form of government, basic meaning is the same)
- actions: YES (noun, more basic meaning refers to physical movements or deeds)"
The White House isn't saying anything.,['White House'],"- The: NO (definite article, basic meaning is the same)
- White: NO (adjective, basic meaning is the same)
- House: NO (noun, basic meaning is the same)
- isn't: NO (contraction of ""is not"", basic meaning is the same)
- saying: YES (verb, more basic meaning refers to uttering words)
- anything: NO (pronoun, basic meaning is the same)"
Washington is insensitive to the needs of the people.,['Washington'],"- Washington: YES (noun, more basic meaning refers to a person's name or a geographical location)
- is: NO (verb, basic meaning is the same)
- insensitive: YES (adjective, more basic meaning refers to lacking physical sensation)
- to: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- needs: YES (noun, more basic meaning refers to requirements for survival like food and water)
- of: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- people: NO (noun, basic meaning is the same)"
The Kremlin threatened to boycott the next round of SALT talks.,['Kremlin'],"""The Kremlin threatened to boycott the next round of SALT talks.""

- The: NO (definite article, basic meaning is the same)
- Kremlin: YES (noun, more basic meaning refers to a citadel or fortress)
- threatened: YES (verb, more basic meaning refers to expressing an intention to inflict pain, injury, damage, or other hostile action)
- to: NO (preposition, basic meaning is the same)
- boycott: YES (verb, more basic meaning refers to withdrawing from commercial or social relations as a punishment or protest, but originally referred to a specific historical event)
- the: NO (definite article, basic meaning is the same)
- next: NO (adjective, basic meaning is the same)
- round: YES (noun, more basic meaning refers to a circular object or shape)
- of: NO (preposition, basic meaning is the same)
- SALT: YES (noun, more basic meaning refers to a white crystalline substance used for seasoning or preserving food)
- talks: YES (noun, more basic meaning refers to the act of speaking)"
Paris is introducing longer skirts this season.,['Paris'],"""Paris is introducing longer skirts this season.""

- Paris: NO (proper noun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- introducing: YES (verb, more basic meaning refers to bringing something into a place or situation)
- longer: NO (adjective, basic meaning is the same)
- skirts: NO (noun, basic meaning is the same)
- this: NO (determiner, basic meaning is the same)
- season: NO (noun, basic meaning is the same)"
Hollywood isn't what it used to be.,['Hollywood'],"- Hollywood: NO (proper noun, basic meaning is the same)
- isn't: NO (contraction of ""is not"", basic meaning is the same)
- what: NO (pronoun, basic meaning is the same)
- it: NO (pronoun, basic meaning is the same)
- used: YES (verb, more basic meaning refers to employing something for a purpose)
- to: NO (preposition, basic meaning is the same)
- be: NO (verb, basic meaning is the same)"
Wall Street is in a panic.,['Wall Street'],"- Wall: NO (noun, basic meaning refers to a physical structure)
- Street: NO (noun, basic meaning refers to a public road in a city or town)
- is: NO (verb, basic meaning is the same, a form of ""to be"")
- in: NO (preposition, basic meaning is the same)
- a: NO (indefinite article, basic meaning is the same)
- panic: YES (noun, more basic meaning refers to sudden uncontrollable fear or anxiety, often causing wildly unthinking behavior)"
Let's not let Thailand become another Vietnam.,['Vietnam'],"""Let's not let Thailand become another Vietnam.""

- Let's: NO (contraction of ""let us"", basic meaning is the same)
- not: NO (adverb, basic meaning is the same)
- let: NO (verb, basic meaning is to allow or permit, which is the same here)
- Thailand: NO (proper noun, basic meaning is the same)
- become: NO (verb, basic meaning is to begin to be, which is the same here)
- another: NO (determiner, basic meaning is the same)
- Vietnam: YES (proper noun, basic meaning is the name of a country, but here it is used metaphorically to refer to a situation similar to the historical context of the Vietnam War)"
Remember the Alamo.,['the Alamo'],"""Remember the Alamo.""

- Remember: NO (verb, basic meaning is to recall from memory, which is the same in this context)
- the: NO (definite article, basic meaning is the same)
- Alamo: NO (proper noun, refers specifically to the historical site, which is its basic meaning)"
Pearl Harbor still has an effect on our foreign policy.,['Pearl Harbor'],"- Pearl: YES (noun, more basic meaning refers to a hard, shiny object produced within the soft tissue of a living shelled mollusk)
- Harbor: NO (noun, basic meaning is the same, a place on the coast where ships may moor in shelter)
- still: NO (adverb, basic meaning is the same, meaning continuing until now or the time mentioned)
- has: NO (verb, basic meaning is the same, possessive form of 'have')
- an: NO (indefinite article, basic meaning is the same)
- effect: YES (noun, more basic meaning refers to a change which is a result or consequence of an action or other cause, but here it is used in a more abstract sense related to influence on policy)
- on: NO (preposition, basic meaning is the same)
- our: NO (possessive pronoun, basic meaning is the same)
- foreign: NO (adjective, basic meaning is the same, of, from, in, or characteristic of a country or language other than one's own)
- policy: NO (noun, basic meaning is the same, a course or principle of action adopted or proposed by an organization or individual)"
